Timestamp,Voltage,Current,Temp,SOC
388880.10703124944,4.183871875000008,0.0,24.61,1.0
388881.1204708134,4.171088325358851,-0.012097205741626794,24.61,0.9999988217917449
388882.12,4.170849098196392,-0.02099699398797595,24.98005611222445,0.9999977735485958
388883.1205105105,4.170289489489489,-0.01891921921921922,25.337,0.9999966369217528
388884.1204900199,4.169698003992016,-0.019807654690618764,25.337,0.9999955470971915
388885.12050950946,4.169447147147148,-0.023875155155155155,24.866213213213214,0.9999944126990286
388886.1209999999,4.1617444444444445,-0.1658341141141141,24.413,0.9999830910042
388887.1204900199,4.13200988023952,-0.7000541117764472,24.73071756487026,0.999939219209868
388888.12,4.1104,-1.019845215215215,25.036,0.9998769946887844
388889.12,4.10770239520958,-0.9913728143712575,25.036,0.9998157378152193
388890.1205090181,4.1095793587174345,-0.916840881763527,25.080793587174348,0.9997579682235983
388891.12049050943,4.139884015984016,-0.31870949050949055,25.124,0.9997373632549292
388892.12050950946,4.169842242242242,0.17143307307307307,25.124,0.9997485380260827
388893.12049101794,4.176076047904192,0.18047047904191618,24.771784431137725,0.9997607564643739
388894.1205090181,4.165232665330661,-0.0571275551102204,24.432,0.9997571561711822
388895.12049050943,4.146623776223777,-0.3744753746253746,24.43149050949051,0.999734798720994
388896.12050950946,4.147997397397398,-0.2938151951951952,24.777466466466464,0.9997171559818149
388897.12049050943,4.161153446553446,-0.04788953046953047,25.111,0.9997139221247098
388898.12,4.1392176,-0.4974675300000001,25.111,0.999684416098605
388899.12,4.137152652652652,-0.47440658658658663,25.088072072072073,0.9996560344305015
388900.1205105105,4.158355855855856,-0.05558696696696697,25.066,0.9996525799763709
388901.1204895105,4.16941958041958,0.08815167832167833,25.066,0.9996573133188258
388902.1205105105,4.18776876876877,0.3775555255255255,24.711705705705704,0.9996796718114762
388903.1204895105,4.19426993006993,0.40540398601398603,24.372,0.9997063886672611
388904.12,4.196421556886228,0.3609325149700599,24.372,0.9997330658082861
388905.12,4.199128585757272,0.4402249448345035,24.83516148445336,0.9997575289462663
388906.12050998,4.192236327345309,0.32453364271457086,25.281,0.9997729908370603
388907.120491,4.1789064,0.05773536999999999,25.134917,0.9997762215958086
388908.12050950946,4.172373373373373,-0.015606076076076076,24.994,0.9997751284081691
388909.12049101794,4.170592814371258,-0.02056832335329341,24.994,0.9997739951844005
388910.120509018,4.169996392785571,-0.0206435871743487,24.73949098196393,0.9997729019567648
388911.121,4.169596203796204,-0.020025124875124874,24.494,0.9997717676009045
388912.120491,4.1694,-0.020798999999999998,24.494,0.9997706755053605
388913.12,4.1692982,-0.02130527,24.868623999999997,0.9997695422415958
388914.12,4.1692,-0.020387597597597597,25.23,0.9997673146557933
388915.12,4.1692510510510505,-0.020271081081081083,25.23,0.999766222602552
388916.12050998,4.169198003992015,-0.020749710578842315,24.97246007984032,0.999765087156776
388917.120491,4.1691509,-0.01996064,24.725,0.9997639961511477
388918.12,4.1690473,-0.02129258,24.725,0.9997628628873829
388919.12050950946,4.168950950950951,-0.020884204204204206,24.65214014014014,0.9997617696997434
388920.1204894895,4.169,-0.01839711711711712,24.582,0.9997606330729004
388921.12,4.16854055944056,-0.019382797202797203,24.582,0.9997584066682517
388922.12,4.168150949050949,-0.0202775024975025,24.988573426573424,0.9997573167969349
388923.12,4.166312925851703,-0.06034478957915832,25.38,0.9997539101924315
388924.12,4.154963373253493,-0.2642548403193613,24.96997604790419,0.9997370120934097
388925.12,4.134681563126252,-0.6013011122244489,24.576,0.9997000737943477
388926.12,4.1128602,-0.9557646500000001,24.576,0.9996407576130186
388927.12,4.091428671328671,-1.3181986013986013,24.70464335664336,0.9995593183178575
388928.12,4.070787687687688,-1.688781981981982,24.828,0.9994555289980329
388929.12050998,4.0630419161676645,-1.7846424151696607,24.828,0.9993454921693746
388930.120491,4.069375600000001,-1.5899907,25.034145000000002,0.999246617826727
388931.12,4.095030700000001,-1.0196147800000002,25.233,0.9991837049893966
388932.12,4.136037962037962,-0.22419314685314687,25.233,0.9991707035697036
388933.12,4.159217652958876,0.10922882647943832,24.832510531594785,0.9991773898509227
388934.12,4.179188811188811,0.275588041958042,24.447,0.999206807225242
388935.12,4.196734000000001,0.5076583,24.447,0.9992477711285545
388936.12,4.197685285285285,0.5183395795795795,24.746669669669668,0.9992789573609899
388937.12,4.196897902097902,0.42359384615384615,25.034,0.9993101270260722
388938.12,4.198430369630369,0.43463690309690306,25.034,0.9993401318506911
388939.12,4.198726226226226,0.4338311911911912,25.01005305305305,0.9993679418707178
388940.12,4.18934,0.26279050000000004,24.987,0.9993855884704785
388941.12,4.17558991008991,0.058589200799200804,24.7077992007992,0.9993888179593706
388942.12,4.1689329,-0.02074397,24.439,0.9993865926000618
388943.12,4.167693987975952,-0.020617204408817636,24.439,0.9993854994124224
388944.12,4.167144755244755,-0.02336909090909091,24.8866993006993,0.9993843628323348
388945.12,4.166849050949051,-0.024008351648351647,25.316,0.999383272961018
388946.12051002006,4.166748997995992,-0.0222163126252505,25.316,0.9993821374261835
388947.1204900199,4.166750998003992,-0.02146204590818363,25.009501996007984,0.9993799110638377
388948.12,4.166748997995992,-0.020551012024048097,24.715,0.9993788200582095
388949.12,4.1667511,-0.018721929999999998,24.715,0.999377682341542
388950.120511,4.1667489,-0.01961765,24.721132,0.9993765936068053
388951.1204895105,4.166751048951049,-0.020384195804195804,24.727,0.9993754570267177
388952.1205105105,4.1668,-0.02160102102102102,24.727,0.999374367155401
388953.121,4.166748951048951,-0.02123230769230769,25.022573426573427,0.9993732305753134
